timestamps,TP9,AF7,AF8,TP10,Right AUX
1709214782.864,-63.477,-45.410,-38.086,-29.297,0.000
1709214782.868,-48.828,-38.086,-38.574,-33.203,0.000
1709214782.872,-45.410,-44.434,-37.109,-42.969,0.000
1709214782.876,-53.223,-45.898,-52.246,-45.410,0.000
1709214782.880,-48.340,-53.223,-51.758,-40.039,0.000
1709214782.884,-34.668,-52.734,-32.227,-38.086,0.000
1709214782.887,-29.785,-43.457,-27.344,-34.668,0.000
1709214782.891,-30.273,-48.828,-30.762,-28.320,0.000
1709214782.895,-22.949,-39.551,-29.785,-27.344,0.000
1709214782.899,-26.367,-37.109,-39.062,-34.668,0.000
1709214782.903,-34.180,-40.039,-42.969,-37.109,0.000
1709214782.907,-34.180,-38.086,-45.898,-38.086,0.000
1709214782.911,-31.250,-41.992,-41.992,-41.016,0.000
1709214782.915,-34.668,-42.969,-38.086,-43.457,0.000
1709214782.919,-39.062,-48.340,-37.109,-49.316,0.000
1709214782.923,-32.715,-41.016,-40.527,-43.945,0.000
1709214782.926,-28.809,-36.621,-47.363,-39.062,0.000
1709214782.930,-31.738,-48.340,-37.598,-40.527,0.000
1709214782.934,-41.504,-50.293,-30.762,-34.668,0.000
1709214782.938,-46.387,-56.641,-32.715,-37.109,0.000
1709214782.942,-43.457,-57.617,-33.691,-39.551,0.000
1709214782.946,-38.574,-50.781,-40.527,-39.062,0.000
1709214782.950,-35.156,-45.898,-39.062,-47.363,0.000
1709214782.954,-34.668,-37.598,-36.621,-46.387,0.000
1709214782.958,-38.086,-39.062,-34.668,-43.945,0.000
1709214782.962,-41.992,-40.039,-33.203,-48.340,0.000
1709214782.966,-45.898,-33.203,-41.016,-41.016,0.000
1709214782.970,-46.875,-41.504,-36.621,-38.086,0.000
1709214782.973,-41.016,-46.875,-36.621,-45.410,0.000
1709214782.977,-38.574,-48.828,-48.828,-44.434,0.000
1709214782.981,-51.270,-68.848,-41.504,-46.387,0.000
1709214782.985,-54.199,-62.988,-38.574,-57.129,0.000
1709214782.989,-46.387,-49.316,-40.039,-61.523,0.000
1709214782.993,-46.875,-46.875,-35.645,-56.152,0.000
1709214782.997,-55.664,-43.457,-37.109,-57.129,0.000
1709214783.001,-55.176,-43.457,-40.527,-53.711,0.000
1709214783.005,-45.898,-37.598,-38.574,-47.852,0.000
1709214783.009,-36.133,-39.551,-41.504,-46.875,0.000
1709214783.013,-32.715,-51.758,-41.016,-45.410,0.000
1709214783.016,-25.391,-50.781,-35.156,-37.598,0.000
1709214783.020,-25.391,-45.410,-39.062,-29.297,0.000
