timestamps,TP9,AF7,AF8,TP10,Right AUX
1709200925.451,-24.902,-29.297,-40.527,-22.461,0.000
1709200925.455,-35.156,-26.855,-37.598,-21.484,0.000
1709200925.459,-44.434,-36.133,-33.691,-27.344,0.000
1709200925.463,-36.621,-34.180,-39.062,-29.785,0.000
1709200925.467,-25.391,-24.414,-32.227,-26.367,0.000
1709200925.471,-29.297,-29.297,-28.320,-31.738,0.000
1709200925.475,-52.246,-46.875,-38.086,-33.691,0.000
1709200925.478,-57.617,-41.992,-41.504,-38.574,0.000
1709200925.482,-44.434,-34.668,-39.551,-42.480,0.000
1709200925.486,-33.203,-34.668,-35.156,-35.645,0.000
1709200925.490,-34.668,-31.250,-33.203,-44.434,0.000
1709200925.494,-36.621,-37.598,-31.250,-44.434,0.000
1709200925.498,-39.551,-40.527,-30.762,-31.250,0.000
1709200925.502,-28.809,-35.645,-29.785,-21.484,0.000
1709200925.506,-13.672,-33.203,-30.273,-19.531,0.000
1709200925.510,-22.949,-40.039,-36.133,-34.180,0.000
1709200925.514,-31.738,-39.062,-34.180,-26.855,0.000
1709200925.518,-29.785,-37.598,-34.180,-19.531,0.000
1709200925.521,-23.438,-33.203,-29.297,-20.020,0.000
1709200925.525,-21.973,-27.832,-27.344,-16.113,0.000
1709200925.529,-26.855,-36.621,-28.809,-19.531,0.000
1709200925.533,-32.715,-43.945,-29.297,-26.855,0.000
1709200925.537,-39.551,-40.039,-29.297,-22.461,0.000
1709200925.541,-32.227,-39.062,-24.902,-23.926,0.000
1709200925.545,-26.367,-37.109,-28.809,-36.621,0.000
1709200925.549,-37.598,-31.250,-31.738,-41.504,0.000
1709200925.553,-42.480,-28.320,-29.297,-42.480,0.000
1709200925.557,-39.551,-34.668,-34.180,-41.504,0.000
1709200925.561,-36.621,-39.551,-35.645,-39.551,0.000
1709200925.564,-32.715,-36.133,-39.551,-41.992,0.000
1709200925.568,-32.227,-24.414,-41.504,-52.734,0.000
1709200925.572,-43.457,-25.879,-44.922,-59.570,0.000
1709200925.576,-52.734,-46.387,-44.434,-54.688,0.000
1709200925.580,-41.992,-48.828,-33.691,-49.316,0.000
1709200925.584,-30.762,-28.320,-35.645,-50.293,0.000
1709200925.588,-30.762,-35.645,-40.527,-53.223,0.000
1709200925.592,0.000,-42.969,-33.203,-48.828,0.000
1709200925.596,0.000,-31.738,-36.133,-46.387,0.000
1709200925.600,0.000,-32.715,-37.598,-39.551,0.000
1709200925.604,0.000,-39.551,-39.551,-38.574,0.000
1709200925.607,0.000,-44.922,-42.480,-47.363,0.000
1709200925.611,0.000,-44.922,-38.086,-52.734,0.000
1709200925.615,0.000,-39.551,-37.598,-50.293,0.000
1709200925.619,0.000,-35.645,-37.598,-43.457,0.000
1709200925.623,0.000,-31.250,-33.203,-31.250,0.000
1709200925.627,0.000,-27.344,-36.133,-32.227,0.000
1709200925.631,0.000,-38.086,-35.156,-42.480,0.000
1709200925.635,0.000,-51.270,-34.180,-44.434,0.000
1709200925.639,-53.711,-36.133,-39.551,-41.992,0.000
1709200925.643,-45.410,-25.391,-41.016,-40.039,0.000
1709200925.647,-40.527,-27.344,-39.551,-41.016,0.000
1709200925.650,-42.480,-38.086,-36.133,-41.016,0.000
1709200925.654,-42.480,-39.551,-34.668,-26.367,0.000
1709200925.658,-41.504,-30.762,-37.598,-18.555,0.000
1709200925.662,-41.992,-35.156,-42.969,-28.809,0.000
1709200925.666,-40.039,-41.992,-48.340,-32.715,0.000
1709200925.670,-45.410,-45.410,-46.875,-31.250,0.000
1709200925.674,-48.340,-31.250,-43.945,-34.180,0.000
