timestamps,TP9,AF7,AF8,TP10,Right AUX
1709374297.257,-47.852,-41.016,-35.156,-45.410,0.000
1709374297.261,-4.883,-40.039,-35.156,-7.324,0.000
1709374297.265,-14.648,-39.062,-38.086,-15.625,0.000
1709374297.269,-58.105,-35.645,-35.645,-56.152,0.000
1709374297.273,-63.477,-39.062,-36.621,-67.871,0.000
1709374297.276,-39.062,-39.551,-33.203,-52.246,0.000
1709374297.280,4.883,-30.273,-31.250,-7.812,0.000
1709374297.284,-6.348,-31.250,-30.762,-5.371,0.000
1709374297.288,-62.988,-38.574,-29.785,-46.387,0.000
1709374297.292,-75.684,-36.133,-29.785,-50.293,0.000
1709374297.296,-55.664,-36.133,-30.273,-48.340,0.000
1709374297.300,-15.625,-41.016,-36.133,-16.602,0.000
1709374297.304,-6.836,-39.062,-36.133,0.000,0.000
1709374297.308,-57.129,-36.133,-33.691,-41.016,0.000
1709374297.312,-81.543,-36.133,-35.645,-65.430,0.000
1709374297.316,-67.383,-39.062,-38.086,-60.547,0.000
1709374297.319,-17.578,-38.086,-34.668,-17.090,0.000
1709374297.323,4.395,-36.621,-27.832,-1.465,0.000
1709374297.327,-50.781,-41.992,-28.809,-45.410,0.000
1709374297.331,-82.520,-42.480,-29.785,-66.406,0.000
1709374297.335,-68.359,-42.480,-21.973,-45.898,0.000
1709374297.339,-25.391,-44.922,-22.461,-5.859,0.000
1709374297.343,-0.488,-43.457,-28.320,8.789,0.000
1709374297.347,-42.969,-41.016,-28.320,-27.344,0.000
1709374297.351,-74.707,-34.668,-23.926,-52.734,0.000
1709374297.355,-67.871,-34.180,-22.949,-48.828,0.000
1709374297.358,-28.320,-43.457,-25.879,-26.855,0.000
1709374297.362,1.953,-46.387,-26.855,0.488,0.000
1709374297.366,-34.180,-43.457,-26.367,-22.949,0.000
1709374297.370,-70.801,-40.527,-26.367,-57.129,0.000
1709374297.374,-65.430,-39.551,-28.320,-59.082,0.000
1709374297.378,-28.320,-45.410,-33.203,-31.738,0.000
1709374297.382,8.789,-41.016,-30.762,13.672,0.000
1709374297.386,-20.996,-34.180,-29.785,-12.207,0.000
1709374297.390,-62.500,-36.133,-33.203,-54.199,0.000
1709374297.394,-60.059,-36.621,-30.762,-50.293,0.000
1709374297.397,-28.320,-33.691,-30.762,-24.902,0.000
1709374297.401,13.184,-33.691,-37.109,5.371,0.000
1709374297.405,-11.719,-37.598,-36.133,-15.625,0.000
1709374297.409,-55.664,-38.574,-38.086,-51.758,0.000
1709374297.413,-58.105,-37.109,-42.480,-61.035,0.000
1709374297.417,-33.203,-34.180,-38.086,-41.016,0.000
