timestamps,TP9,AF7,AF8,TP10,Right AUX
1709375770.211,-70.312,-42.480,-42.969,-59.082,0.000
1709375770.214,-134.766,-43.945,-38.574,-80.566,0.000
1709375770.218,-107.910,-44.434,-33.691,-77.148,0.000
1709375770.222,16.113,-37.598,-34.180,-33.203,0.000
1709375770.226,71.289,-30.273,-39.062,-7.812,0.000
1709375770.230,-62.012,-42.480,-46.387,-58.105,0.000
1709375770.234,-142.090,-47.852,-44.922,-93.262,0.000
1709375770.238,-124.512,-49.316,-39.551,-87.891,0.000
1709375770.242,-11.719,-52.246,-40.039,-34.668,0.000
1709375770.246,65.918,-36.133,-41.016,-9.277,0.000
1709375770.250,-51.758,-39.062,-36.621,-52.734,0.000
1709375770.253,-133.789,-47.852,-33.691,-73.242,0.000
1709375770.258,-121.582,-45.410,-33.691,-67.871,0.000
1709375770.261,-27.832,-41.992,-33.203,-36.133,0.000
1709375770.265,74.219,-35.645,-30.273,3.906,0.000
1709375770.269,-21.484,-41.992,-30.273,-28.320,0.000
1709375770.273,-127.930,-50.781,-29.785,-71.289,0.000
1709375770.277,-125.977,-53.711,-28.809,-73.730,0.000
1709375770.281,-31.738,-48.340,-28.320,-41.016,0.000
1709375770.285,87.891,-40.527,-23.926,10.742,0.000
1709375770.289,7.812,-37.109,-24.414,-17.578,0.000
1709375770.293,-114.258,-41.504,-30.762,-69.824,0.000
1709375770.297,-116.699,-44.434,-32.227,-69.336,0.000
1709375770.300,-40.527,-42.969,-30.762,-34.668,0.000
1709375770.304,86.914,-31.250,-32.227,13.672,0.000
1709375770.308,41.504,-25.391,-34.180,-9.277,0.000
1709375770.312,-88.867,-37.598,-39.551,-57.129,0.000
1709375770.316,-111.816,-43.945,-42.969,-66.895,0.000
1709375770.320,-46.875,-36.133,-41.992,-47.852,0.000
1709375770.324,81.055,-28.809,-41.992,-5.371,0.000
1709375770.328,54.688,-32.227,-40.039,-6.348,0.000
1709375770.332,-80.078,-38.574,-38.086,-48.340,0.000
1709375770.336,-109.375,-34.180,-36.133,-71.289,0.000
1709375770.339,-53.711,-28.320,-34.180,-59.082,0.000
1709375770.343,74.219,-24.902,-39.062,-8.301,0.000
1709375770.347,63.965,-31.250,-45.410,-3.906,0.000
1709375770.351,-83.008,-36.133,-43.457,-52.734,0.000
1709375770.355,-123.047,-39.551,-36.621,-72.266,0.000
1709375770.359,-78.125,-41.016,-41.016,-60.059,0.000
1709375770.363,41.992,-30.273,-47.852,-4.395,0.000
1709375770.366,61.035,-31.250,-45.410,9.766,0.000
1709375770.370,-67.871,-43.945,-37.598,-40.039,0.000
1709375770.374,-116.699,-49.316,-35.645,-60.059,0.000
1709375770.378,-86.914,-42.969,-38.574,-51.270,0.000
1709375770.382,34.668,-26.367,-34.180,-8.789,0.000
1709375770.386,88.867,-23.926,-32.227,14.160,0.000
1709375770.390,-53.223,-39.062,-38.574,-36.621,0.000
1709375770.394,-130.859,-47.363,-40.527,-69.824,0.000
1709375770.397,-103.516,-44.922,-39.551,-63.965,0.000
1709375770.401,9.766,-41.992,-41.504,-19.531,0.000
1709375770.405,81.543,-39.551,-37.598,14.160,0.000
1709375770.409,-39.062,-41.504,-35.156,-33.691,0.000
1709375770.413,-122.559,-43.945,-35.645,-68.848,0.000
1709375770.417,-103.516,-47.363,-29.785,-59.570,0.000
1709375770.421,2.930,-44.434,-29.785,-11.719,0.000
1709375770.425,85.938,-32.227,-35.645,18.555,0.000
1709375770.429,-18.555,-41.016,-37.598,-25.879,0.000
1709375770.432,-115.723,-48.828,-35.156,-64.453,0.000
1709375770.436,-118.164,-43.945,-34.180,-68.359,0.000
1709375770.440,-25.879,-38.086,-38.574,-40.039,0.000
1709375770.444,81.543,-35.156,-41.504,-0.977,0.000
1709375770.448,-0.488,-41.016,-41.016,-29.785,0.000
1709375770.451,-110.352,-47.852,-42.480,-68.359,0.000
1709375770.455,-121.582,-44.922,-39.551,-66.895,0.000
1709375770.459,-48.340,-40.039,-36.621,-38.574,0.000
1709375770.463,66.406,-37.109,-32.715,10.254,0.000
1709375770.467,6.836,-37.598,-29.297,-16.602,0.000
1709375770.471,-119.141,-43.945,-34.668,-73.242,0.000
1709375770.475,-138.672,-50.293,-36.133,-80.078,0.000
1709375770.479,-58.594,-45.410,-33.203,-46.387,0.000
1709375770.483,78.125,-28.809,-34.180,-3.906,0.000
1709375770.487,40.039,-31.738,-37.598,-28.809,0.000
1709375770.491,-94.238,-46.875,-35.645,-69.824,0.000
1709375770.495,-130.371,-50.293,-37.109,-83.496,0.000
1709375770.499,-72.754,-40.527,-37.109,-66.895,0.000
1709375770.503,60.059,-30.762,-29.297,-1.953,0.000
1709375770.507,38.574,-38.086,-32.227,-6.348,0.000
1709375770.511,-92.773,-49.316,-35.645,-58.105,0.000
1709375770.515,-131.348,-47.852,-33.203,-66.895,0.000
1709375770.518,-80.566,-46.387,-33.691,-59.570,0.000
1709375770.522,51.270,-39.551,-31.250,-2.441,0.000
1709375770.526,53.711,-36.621,-32.227,17.090,0.000
1709375770.530,-87.402,-41.992,-35.645,-49.805,0.000
1709375770.534,-139.648,-43.457,-34.668,-81.543,0.000
1709375770.538,-95.215,-40.039,-34.668,-70.801,0.000
1709375770.542,35.156,-33.203,-37.109,-17.578,0.000
1709375770.546,66.895,-35.645,-38.574,-0.488,0.000
1709375770.550,-69.824,-45.898,-39.551,-54.688,0.000
1709375770.554,-129.883,-52.734,-40.039,-81.055,0.000
1709375770.558,-99.609,-49.316,-37.598,-66.406,0.000
1709375770.562,15.137,-39.551,-36.621,-19.043,0.000
1709375770.566,80.078,-32.715,-36.133,1.953,0.000
1709375770.570,-48.828,-43.945,-33.691,-41.992,0.000
1709375770.573,-131.348,-48.340,-29.297,-64.453,0.000
1709375770.577,-105.957,-39.551,-28.809,-61.035,0.000
1709375770.581,4.395,-33.691,-32.715,-25.391,0.000
1709375770.585,84.961,-31.250,-34.180,7.324,0.000
1709375770.589,-29.785,-38.086,-34.668,-38.086,0.000
1709375770.593,-123.535,-41.992,-32.227,-70.801,0.000
1709375770.597,-117.188,-45.898,-36.133,-64.941,0.000
1709375770.601,-20.996,-46.875,-41.992,-38.086,0.000
1709375770.605,76.172,-39.551,-37.109,6.348,0.000
1709375770.609,-24.414,-44.922,-34.180,-29.297,0.000
1709375770.613,-131.836,-50.293,-34.668,-79.102,0.000
1709375770.617,-121.094,-52.246,-30.273,-64.941,0.000
1709375770.620,-37.109,-39.062,-32.715,-37.598,0.000
1709375770.624,73.242,-30.273,-38.574,0.977,0.000
1709375770.628,2.441,-35.645,-31.250,-15.137,0.000
1709375770.632,-118.164,-37.598,-32.227,-63.965,0.000
1709375770.636,-128.906,-35.645,-36.621,-73.242,0.000
1709375770.640,-52.246,-32.227,-38.086,-44.434,0.000
1709375770.644,69.336,-28.320,-40.527,3.906,0.000
1709375770.648,15.625,-33.203,-36.621,-12.695,0.000
1709375770.652,-111.816,-43.945,-38.574,-63.477,0.000
1709375770.656,-128.906,-44.922,-41.016,-76.172,0.000
1709375770.660,-63.477,-43.945,-38.086,-49.805,0.000
1709375770.664,65.430,-30.273,-37.109,5.859,0.000
1709375770.668,38.574,-23.438,-39.551,-11.719,0.000
1709375770.671,-96.191,-35.156,-36.621,-62.988,0.000
1709375770.675,-129.883,-44.922,-37.109,-75.684,0.000
1709375770.679,-73.730,-41.992,-36.133,-55.176,0.000
1709375770.683,59.570,-29.785,-32.715,2.930,0.000
1709375770.687,63.965,-31.738,-34.668,12.207,0.000
1709375770.691,-74.707,-45.898,-41.992,-42.480,0.000
1709375770.695,-129.395,-51.270,-43.945,-69.824,0.000
1709375770.699,-87.402,-51.758,-39.062,-59.570,0.000
1709375770.703,43.457,-46.875,-41.992,-7.324,0.000
1709375770.706,68.848,-47.852,-42.480,14.648,0.000
1709375770.710,-67.383,-48.340,-36.621,-46.875,0.000
1709375770.714,-129.883,-47.363,-31.738,-77.148,0.000
1709375770.718,-102.051,-53.223,-36.133,-63.965,0.000
1709375770.722,23.438,-44.434,-37.598,-14.648,0.000
1709375770.726,78.613,-37.598,-33.691,7.812,0.000
1709375770.730,-47.363,-51.270,-33.691,-44.922,0.000
1709375770.734,-120.605,-61.523,-34.180,-72.754,0.000
1709375770.737,-95.215,-54.688,-33.203,-60.059,0.000
1709375770.741,19.043,-42.480,-32.715,-13.672,0.000
1709375770.745,89.844,-40.039,-36.133,11.719,0.000
1709375770.749,-32.715,-50.293,-39.062,-34.180,0.000
1709375770.753,-127.930,-54.199,-35.645,-63.477,0.000
1709375770.757,-118.652,-43.457,-31.250,-60.547,0.000
1709375770.761,-11.230,-34.668,-30.762,-21.973,0.000
1709375770.765,80.566,-34.180,-34.180,18.066,0.000
1709375770.769,-26.855,-42.480,-35.156,-21.484,0.000
1709375770.772,0.000,-48.340,-34.668,-66.895,0.000
1709375770.776,0.000,-51.758,-39.062,-67.383,0.000
1709375770.780,0.000,-44.922,-39.551,-25.391,0.000
1709375770.784,0.000,-31.738,-38.086,16.602,0.000
1709375770.788,0.000,-39.551,-37.598,-22.461,0.000
1709375770.792,0.000,-51.270,-34.668,-59.082,0.000
1709375770.796,0.000,-52.734,-34.180,-57.617,0.000
1709375770.800,0.000,-43.945,-34.180,-32.715,0.000
1709375770.804,0.000,-33.691,-34.668,19.043,0.000
1709375770.807,0.000,-37.598,-40.039,-0.488,0.000
1709375770.811,0.000,-46.875,-42.480,-57.617,0.000
1709375770.815,0.000,-44.922,-44.434,-70.801,0.000
1709375770.819,-59.570,-36.133,-41.504,-43.457,0.000
1709375770.823,69.336,-32.227,-41.504,6.836,0.000
1709375770.826,31.738,-36.621,-44.434,0.488,0.000
1709375770.830,-103.027,-44.434,-43.945,-49.805,0.000
1709375770.834,-126.953,-45.410,-39.551,-62.500,0.000
1709375770.838,-68.848,-45.410,-36.133,-41.504,0.000
1709375770.842,57.129,-34.668,-37.109,6.348,0.000
1709375770.846,42.969,-31.738,-41.016,1.465,0.000
1709375770.850,-94.727,-44.434,-46.875,-54.688,0.000
1709375770.854,-132.812,-46.875,-48.340,-73.730,0.000
1709375770.858,-81.543,-38.086,-49.316,-65.430,0.000
1709375770.862,54.199,-26.367,-49.805,-14.160,0.000
1709375770.866,65.430,-32.227,-49.805,2.930,0.000
1709375770.870,-75.684,-43.945,-47.852,-51.758,0.000
1709375770.874,-133.301,-46.387,-46.387,-75.195,0.000
1709375770.878,-98.633,-41.016,-43.457,-65.430,0.000
1709375770.882,25.391,-33.691,-41.992,-19.531,0.000
1709375770.886,72.754,-32.715,-41.504,7.324,0.000
1709375770.889,-52.246,-36.133,-44.434,-46.387,0.000
1709375770.893,-125.000,-37.109,-41.016,-84.961,0.000
1709375770.897,-104.004,-41.992,-40.527,-77.637,0.000
1709375770.901,9.766,-39.062,-42.480,-20.996,0.000
1709375770.905,75.195,-29.785,-39.062,8.789,0.000
1709375770.909,-50.293,-36.133,-35.645,-45.410,0.000
1709375770.913,-137.695,-44.922,-36.133,-79.102,0.000
1709375770.917,-122.070,-42.480,-38.086,-75.684,0.000
1709375770.921,-8.789,-34.180,-37.598,-30.762,0.000
1709375770.925,81.055,-28.320,-37.109,14.160,0.000
1709375770.929,-33.203,-39.062,-40.527,-28.809,0.000
1709375770.933,-124.023,-52.734,-40.527,-72.266,0.000
1709375770.937,-114.746,-52.246,-42.969,-75.195,0.000
1709375770.941,-23.926,-46.387,-42.969,-44.434,0.000
1709375770.945,80.566,-44.434,-35.645,11.230,0.000
1709375770.948,-13.672,-47.852,-36.621,-15.625,0.000
1709375770.952,-126.953,-48.340,-41.992,-72.266,0.000
1709375770.956,-128.906,-51.758,-42.480,-76.660,0.000
1709375770.960,-41.992,-48.340,-41.504,-40.527,0.000
1709375770.964,75.684,-38.086,-39.062,9.277,0.000
1709375770.968,5.859,-38.574,-40.039,-18.066,0.000
1709375770.972,-115.723,-45.410,-45.898,-69.336,0.000
1709375770.976,-122.070,-48.828,-44.922,-70.312,0.000
1709375770.980,-43.457,-43.945,-39.551,-39.551,0.000
1709375770.984,76.172,-34.668,-38.086,9.766,0.000
1709375770.988,28.809,-39.062,-36.133,3.906,0.000
1709375770.992,-101.074,-56.641,-37.598,-40.039,0.000
1709375770.995,-121.582,-47.363,-38.574,-59.082,0.000
1709375770.999,-56.152,-31.738,-36.621,-35.156,0.000
1709375771.003,74.707,-26.855,-38.086,20.508,0.000
1709375771.007,58.105,-27.344,-38.086,17.578,0.000
1709375771.011,-84.473,-30.762,-35.645,-37.109,0.000
1709375771.015,-122.559,-34.668,-37.109,-53.223,0.000
1709375771.019,-60.547,-34.180,-39.551,-28.809,0.000
1709375771.023,77.148,-25.391,-35.156,23.926,0.000
1709375771.027,80.566,-30.762,-36.621,26.367,0.000
1709375771.031,-62.988,-43.457,-43.945,-38.086,0.000
1709375771.035,-116.699,-50.781,-44.434,-61.035,0.000
1709375771.038,-79.102,-45.898,-41.992,-38.574,0.000
1709375771.042,46.875,-30.762,-43.945,-1.953,0.000
1709375771.046,75.684,-35.156,-45.410,2.441,0.000
1709375771.050,-62.012,-49.805,-47.363,-46.875,0.000
1709375771.054,-123.535,-44.922,-47.852,-67.383,0.000
1709375771.058,-89.844,-32.715,-38.574,-60.547,0.000
1709375771.062,31.250,-26.855,-31.250,-13.184,0.000
1709375771.066,96.191,-28.809,-33.691,20.996,0.000
1709375771.070,-28.320,-33.691,-31.250,-20.020,0.000
1709375771.073,-126.465,-44.434,-26.367,-67.383,0.000
1709375771.077,-108.398,-54.199,-21.973,-68.848,0.000
1709375771.081,12.695,-52.246,-9.766,-3.418,0.000
1709375771.085,82.031,-39.551,-4.395,25.879,0.000
1709375771.089,-37.109,-49.316,-5.371,-23.926,0.000
1709375771.093,-127.441,-67.383,-0.488,-54.688,0.000
1709375771.097,-119.629,-75.684,-1.953,-57.617,0.000
1709375771.101,-15.625,-74.707,0.488,-20.020,0.000
1709375771.104,82.031,-72.754,8.301,21.973,0.000
1709375771.108,-13.672,-95.703,7.324,-5.371,0.000
1709375771.112,-111.328,-104.492,9.277,-39.062,0.000
1709375771.116,-107.422,-96.680,16.602,-41.504,0.000
1709375771.120,-25.391,-99.121,16.113,-11.230,0.000
1709375771.124,81.055,-102.539,16.113,38.086,0.000
1709375771.128,-1.953,-112.305,16.113,14.160,0.000
1709375771.132,-129.395,-123.047,15.137,-48.340,0.000
1709375771.136,-138.672,-127.930,15.625,-53.711,0.000
1709375771.140,-56.152,-124.023,17.578,-18.066,0.000
1709375771.144,62.988,-118.164,20.996,31.250,0.000
1709375771.147,0.000,-127.930,21.973,21.973,0.000
1709375771.151,0.000,-136.230,24.414,-20.996,0.000
1709375771.155,0.000,-136.719,23.438,-35.156,0.000
1709375771.159,0.000,-134.766,16.602,-11.230,0.000
1709375771.163,0.000,-125.488,17.090,54.688,0.000
1709375771.167,0.000,-126.465,21.484,66.406,0.000
1709375771.171,0.000,-135.742,22.461,20.508,0.000
1709375771.175,0.000,-133.789,19.531,-0.977,0.000
1709375771.179,0.000,-121.582,27.344,29.785,0.000
1709375771.182,0.000,-102.539,33.691,98.145,0.000
1709375771.186,0.000,-99.609,28.320,97.656,0.000
1709375771.190,0.000,-108.887,20.020,40.039,0.000
1709375771.194,-91.309,-110.352,18.066,21.973,0.000
1709375771.198,-34.180,-99.609,23.438,39.551,0.000
1709375771.201,95.703,-86.914,20.996,88.867,0.000
1709375771.205,119.141,-81.543,15.625,98.633,0.000
1709375771.209,-18.555,-84.961,9.277,42.969,0.000
1709375771.213,-77.148,-94.238,2.441,11.719,0.000
1709375771.217,-36.133,-88.379,-1.465,21.973,0.000
1709375771.221,90.820,-72.266,-3.906,71.289,0.000
1709375771.225,133.789,-67.383,-4.395,90.332,0.000
1709375771.229,6.348,-75.195,-5.859,43.457,0.000
1709375771.233,-62.988,-80.078,-9.766,10.254,0.000
1709375771.237,-42.969,-74.219,-11.230,11.230,0.000
1709375771.241,70.801,-61.523,-11.230,61.035,0.000
1709375771.245,138.184,-57.617,-15.137,92.773,0.000
1709375771.249,10.742,-66.406,-18.555,44.434,0.000
1709375771.253,-80.078,-70.801,-19.043,0.488,0.000
1709375771.257,-63.477,-67.383,-21.484,-6.348,0.000
1709375771.261,39.551,-55.664,-22.461,32.715,0.000
1709375771.264,130.859,-40.039,-20.020,72.754,0.000
1709375771.268,21.973,-49.805,-20.508,26.367,0.000
1709375771.272,-83.008,-62.988,-21.484,-10.254,0.000
1709375771.276,-72.754,-58.594,-18.555,-0.488,0.000
1709375771.280,22.461,-39.551,-15.137,28.320,0.000
1709375771.284,130.371,-30.762,-17.090,63.477,0.000
1709375771.288,39.551,-41.504,-23.438,24.902,0.000
1709375771.292,-82.520,-44.434,-29.785,-23.438,0.000
1709375771.296,-77.637,-40.527,-30.762,-23.438,0.000
1709375771.300,12.695,-37.109,-29.785,14.648,0.000
1709375771.304,107.422,-34.180,-33.691,55.176,0.000
1709375771.308,37.109,-41.992,-35.156,25.879,0.000
1709375771.312,-68.359,-46.875,-35.156,-16.602,0.000
1709375771.316,-74.219,-43.945,-35.156,-21.973,0.000
1709375771.319,-1.465,-42.969,-29.297,0.977,0.000
1709375771.323,121.094,-27.832,-26.367,62.012,0.000
1709375771.327,75.684,-22.461,-27.344,44.922,0.000
1709375771.331,-63.477,-38.086,-28.809,-19.531,0.000
1709375771.335,-93.750,-41.016,-28.809,-38.574,0.000
1709375771.339,-30.762,-32.227,-29.785,-20.020,0.000
1709375771.343,96.680,-25.879,-33.691,32.227,0.000
1709375771.347,81.055,-28.320,-32.227,29.785,0.000
1709375771.351,-61.035,-33.691,-32.227,-32.227,0.000
1709375771.355,-104.980,-38.574,-33.691,-51.758,0.000
1709375771.359,-64.453,-39.551,-34.668,-38.574,0.000
1709375771.363,55.176,-32.715,-36.133,7.812,0.000
1709375771.366,64.453,-37.109,-34.180,26.367,0.000
1709375771.370,-67.871,-35.156,-29.785,-30.762,0.000
1709375771.374,-116.211,-30.762,-30.762,-66.406,0.000
1709375771.378,-79.102,-35.156,-30.273,-50.781,0.000
1709375771.383,48.828,-28.809,-31.250,5.371,0.000
1709375771.387,77.637,-28.809,-36.133,13.184,0.000
1709375771.390,-55.664,-38.086,-37.598,-41.016,0.000
1709375771.394,-116.699,-41.992,-34.180,-59.570,0.000
1709375771.398,-91.309,-37.598,-37.109,-51.270,0.000
1709375771.402,41.992,-28.809,-36.133,-0.977,0.000
1709375771.406,100.098,-20.508,-34.180,23.926,0.000
1709375771.410,-32.715,-32.715,-40.527,-27.344,0.000
1709375771.414,-104.980,-43.457,-42.969,-52.246,0.000
1709375771.418,-85.938,-35.645,-40.527,-50.781,0.000
1709375771.422,23.926,-33.203,-41.016,-3.906,0.000
1709375771.426,101.074,-32.227,-36.133,36.621,0.000
1709375771.429,-22.461,-32.715,-30.273,-20.996,0.000
1709375771.433,-122.070,-38.574,-36.133,-70.801,0.000
1709375771.437,-106.934,-50.293,-41.992,-67.871,0.000
1709375771.441,-1.953,-47.852,-34.180,-22.461,0.000
1709375771.445,88.379,-38.086,-35.156,16.602,0.000
1709375771.449,-0.488,-40.039,-36.133,-12.695,0.000
1709375771.453,-91.309,-44.434,-30.762,-49.316,0.000
1709375771.457,-88.867,-47.363,-31.250,-55.176,0.000
1709375771.461,-2.930,-39.551,-29.297,-18.066,0.000
1709375771.464,99.609,-27.832,-31.250,27.344,0.000
1709375771.468,17.578,-34.668,-35.156,-7.812,0.000
1709375771.472,-98.145,-41.992,-33.203,-44.922,0.000
1709375771.476,-106.445,-39.062,-35.645,-52.734,0.000
1709375771.480,-29.297,-42.480,-37.109,-32.227,0.000
1709375771.484,97.168,-33.691,-33.203,19.043,0.000
1709375771.488,42.969,-33.691,-33.691,-2.441,0.000
1709375771.492,-87.402,-44.434,-36.621,-56.641,0.000
1709375771.495,-101.562,-48.340,-34.180,-72.266,0.000
1709375771.499,-48.340,-48.828,-37.109,-47.852,0.000
1709375771.503,75.684,-37.598,-37.109,10.254,0.000
1709375771.507,49.805,-30.762,-35.645,-0.977,0.000
1709375771.511,-90.332,-42.969,-35.645,-58.594,0.000
1709375771.515,-121.582,-49.316,-34.180,-71.777,0.000
1709375771.519,-71.289,-41.504,-36.621,-55.664,0.000
1709375771.522,57.129,-30.762,-40.039,-1.465,0.000
1709375771.526,56.641,-33.203,-41.504,10.742,0.000
1709375771.530,-81.055,-44.434,-40.527,-40.527,0.000
1709375771.534,-125.977,-45.898,-36.621,-59.570,0.000
1709375771.538,-73.242,-43.457,-36.621,-41.992,0.000
1709375771.542,52.246,-37.598,-37.598,3.418,0.000
1709375771.546,78.613,-39.062,-36.133,25.879,0.000
1709375771.550,-53.711,-46.875,-37.598,-27.832,0.000
1709375771.554,-121.582,-47.363,-39.551,-65.430,0.000
1709375771.558,-89.844,-45.410,-40.039,-54.199,0.000
1709375771.561,37.598,-34.668,-36.621,1.465,0.000
1709375771.565,89.844,-28.809,-33.691,21.973,0.000
1709375771.569,0.000,-41.504,-39.551,-39.551,0.000
1709375771.573,0.000,-46.387,-37.109,-71.289,0.000
1709375771.577,0.000,-41.016,-29.785,-60.059,0.000
1709375771.581,0.000,-33.691,-34.180,-17.090,0.000
1709375771.584,0.000,-27.344,-37.598,11.719,0.000
1709375771.588,0.000,-43.945,-38.574,-35.156,0.000
1709375771.592,0.000,-54.199,-43.457,-71.289,0.000
1709375771.596,0.000,-42.969,-45.410,-72.266,0.000
1709375771.600,0.000,-38.574,-39.062,-28.320,0.000
1709375771.604,0.000,-39.062,-35.156,13.672,0.000
1709375771.608,0.000,-44.434,-40.039,-30.273,0.000
1709375771.612,0.000,-48.340,-43.457,-70.312,0.000
1709375771.616,-107.422,-47.852,-43.945,-65.918,0.000
1709375771.620,-15.625,-41.992,-37.109,-27.344,0.000
1709375771.624,87.891,-34.180,-33.691,18.555,0.000
1709375771.628,-1.465,-37.598,-39.551,-13.184,0.000
1709375771.632,-114.258,-42.480,-45.410,-59.570,0.000
1709375771.636,-120.605,-49.316,-46.387,-64.453,0.000
1709375771.640,-42.969,-42.480,-42.969,-38.086,0.000
1709375771.644,73.730,-26.855,-40.527,8.301,0.000
1709375771.648,9.277,-34.668,-39.551,-6.836,0.000
1709375771.651,-108.887,-47.852,-41.016,-49.316,0.000
1709375771.655,-123.047,-37.109,-39.062,-65.918,0.000
1709375771.659,-57.617,-33.203,-37.109,-41.016,0.000
1709375771.663,72.266,-30.273,-32.715,15.137,0.000
1709375771.667,37.109,-31.738,-31.738,-0.977,0.000
1709375771.671,-98.145,-41.504,-38.086,-56.152,0.000
1709375771.675,-127.930,-42.969,-39.062,-69.336,0.000
1709375771.679,-66.406,-41.016,-37.598,-48.340,0.000
1709375771.683,61.035,-36.133,-39.551,2.930,0.000
1709375771.687,40.527,-37.109,-42.969,7.812,0.000
1709375771.691,-99.609,-41.016,-39.062,-43.457,0.000
1709375771.695,-137.695,-47.852,-38.574,-62.012,0.000
1709375771.699,-84.473,-40.039,-35.645,-40.039,0.000
1709375771.702,45.410,-22.949,-34.180,8.789,0.000
1709375771.706,50.781,-28.809,-35.645,17.578,0.000
1709375771.710,0.000,-47.363,-34.668,-36.133,0.000
1709375771.714,0.000,-49.805,-35.156,-59.082,0.000
1709375771.718,0.000,-41.992,-35.645,-48.828,0.000
1709375771.722,0.000,-39.551,-37.598,-0.488,0.000
1709375771.726,0.000,-39.062,-34.668,26.855,0.000
1709375771.730,0.000,-46.387,-34.180,-32.715,0.000
1709375771.734,0.000,-49.805,-40.039,-75.195,0.000
1709375771.738,0.000,-50.293,-43.457,-51.758,0.000
1709375771.742,0.000,-48.340,-33.203,12.207,0.000
1709375771.746,0.000,-38.086,-33.203,29.297,0.000
1709375771.749,0.000,-38.086,-37.109,-23.926,0.000
1709375771.753,0.000,-48.828,-34.668,-57.129,0.000
1709375771.757,-99.609,-47.363,-36.621,-56.641,0.000
1709375771.761,25.879,-36.621,-35.645,-3.418,0.000
1709375771.765,96.680,-38.086,-33.203,31.250,0.000
1709375771.769,-30.273,-49.316,-36.133,-21.484,0.000
1709375771.773,-115.234,-49.316,-39.551,-62.988,0.000
1709375771.777,-103.027,-46.387,-36.133,-59.570,0.000
1709375771.781,-4.883,-41.016,-38.086,-25.879,0.000
1709375771.785,97.656,-34.668,-38.086,20.996,0.000
1709375771.789,-9.766,-43.457,-35.156,-13.184,0.000
1709375771.792,-122.559,-47.363,-36.621,-67.383,0.000
1709375771.796,-117.676,-47.852,-38.086,-71.289,0.000
1709375771.800,-39.551,-48.340,-37.598,-33.691,0.000
1709375771.804,74.219,-40.039,-31.250,14.648,0.000
1709375771.808,3.418,-43.945,-30.762,-8.789,0.000
1709375771.812,-114.746,-57.617,-37.598,-59.082,0.000
1709375771.816,-121.094,-59.570,-40.039,-70.801,0.000
1709375771.820,-51.758,-52.246,-38.574,-36.133,0.000
1709375771.824,66.406,-41.992,-40.527,19.531,0.000
1709375771.827,17.578,-42.969,-43.945,-4.395,0.000
1709375771.831,-107.422,-61.035,-44.922,-50.293,0.000
1709375771.835,-126.465,-55.664,-43.945,-70.312,0.000
1709375771.839,-64.941,-41.504,-41.992,-65.918,0.000
1709375771.843,66.895,-37.598,-43.457,-12.695,0.000
1709375771.847,39.062,-39.062,-45.410,-17.090,0.000
1709375771.851,-99.121,-47.852,-43.945,-66.406,0.000
1709375771.855,-133.789,-47.363,-44.922,-81.543,0.000
1709375771.859,-83.984,-46.875,-44.922,-62.988,0.000
1709375771.862,48.828,-36.621,-41.992,-9.277,0.000
1709375771.866,50.293,-34.668,-44.434,-2.930,0.000
1709375771.870,-86.426,-42.480,-43.945,-55.664,0.000
1709375771.874,-128.906,-42.969,-39.551,-72.266,0.000
1709375771.878,-84.961,-40.039,-41.504,-48.340,0.000
1709375771.882,40.527,-26.367,-45.410,-0.977,0.000
1709375771.886,65.430,-20.508,-44.434,8.301,0.000
1709375771.890,-62.988,-34.668,-41.992,-44.434,0.000
1709375771.894,-120.605,-41.992,-36.621,-66.406,0.000
1709375771.897,-88.379,-41.992,-39.551,-52.734,0.000
1709375771.901,38.086,-40.039,-42.480,-3.906,0.000
