timestamps,TP9,AF7,AF8,TP10,Right AUX
1709374313.426,-67.383,-33.691,-33.203,-45.410,0.000
1709374313.430,-14.160,-28.809,-29.785,-11.230,0.000
1709374313.434,10.742,-38.574,-25.879,9.277,0.000
1709374313.438,-34.180,-37.109,-24.902,-30.273,0.000
1709374313.442,-67.383,-33.203,-26.855,-57.617,0.000
1709374313.446,-54.199,-30.762,-30.273,-50.781,0.000
1709374313.450,-10.742,-29.297,-32.227,-23.926,0.000
1709374313.453,21.973,-33.691,-33.203,-3.906,0.000
1709374313.457,-13.672,-32.715,-35.156,-27.344,0.000
1709374313.461,-61.035,-27.832,-40.039,-53.711,0.000
1709374313.465,-60.547,-31.250,-38.086,-55.176,0.000
1709374313.469,-20.996,-34.668,-42.969,-32.227,0.000
1709374313.473,9.277,-34.180,-46.387,-17.578,0.000
1709374313.477,-29.785,-34.180,-42.480,-41.504,0.000
1709374313.481,-58.105,-30.762,-40.527,-62.988,0.000
1709374313.485,-62.500,-28.320,-37.598,-63.965,0.000
1709374313.489,-38.086,-25.391,-37.598,-40.039,0.000
1709374313.493,0.000,-29.785,-41.504,-11.230,0.000
1709374313.497,-28.809,-35.156,-40.039,-31.250,0.000
1709374313.500,-63.965,-29.785,-34.668,-60.547,0.000
1709374313.504,-58.594,-24.414,-33.203,-51.270,0.000
1709374313.508,-34.180,-29.785,-37.109,-29.785,0.000
1709374313.512,1.465,-32.715,-40.527,-7.324,0.000
1709374313.516,-18.066,-30.273,-41.504,-22.949,0.000
1709374313.520,-64.453,-28.809,-41.504,-56.152,0.000
1709374313.524,-67.871,-26.367,-40.039,-57.617,0.000
1709374313.528,-38.086,-29.297,-39.062,-40.527,0.000
1709374313.532,16.113,-29.297,-39.551,-1.465,0.000
1709374313.536,6.348,-28.320,-38.574,-3.906,0.000
1709374313.540,-47.363,-27.832,-34.668,-41.992,0.000
1709374313.543,-53.223,-28.809,-33.203,-54.199,0.000
1709374313.547,-29.785,-32.227,-32.715,-41.016,0.000
1709374313.551,12.207,-31.738,-34.180,-2.441,0.000
1709374313.555,8.789,-33.691,-39.551,-10.742,0.000
1709374313.559,-40.039,-37.598,-38.574,-56.641,0.000
1709374313.563,-50.781,-37.598,-35.156,-70.801,0.000
1709374313.567,-37.598,-37.598,-41.504,-61.035,0.000
1709374313.571,-1.465,-36.621,-47.363,-25.391,0.000
1709374313.575,7.324,-37.598,-46.387,-19.043,0.000
1709374313.579,-33.203,-38.086,-41.504,-50.293,0.000
1709374313.583,-64.453,-46.387,-44.434,-69.824,0.000
1709374313.587,-57.129,-45.410,-49.316,-62.988,0.000
1709374313.590,-9.766,-38.574,-47.852,-24.902,0.000
1709374313.594,4.395,-37.109,-45.898,-1.465,0.000
1709374313.598,-49.316,-37.598,-43.457,-32.227,0.000
1709374313.602,-72.754,-40.039,-39.551,-62.012,0.000
1709374313.606,-55.176,-40.527,-38.574,-54.199,0.000
1709374313.610,-22.949,-39.551,-46.387,-22.949,0.000
1709374313.614,2.441,-37.598,-45.410,-2.441,0.000
1709374313.618,-28.809,-36.621,-41.992,-36.621,0.000
1709374313.622,-63.965,-36.621,-41.016,-61.523,0.000
1709374313.625,-58.105,-38.086,-41.504,-55.176,0.000
1709374313.629,-17.578,-37.109,-44.434,-30.762,0.000
1709374313.633,11.230,-33.203,-37.109,-0.977,0.000
1709374313.637,-30.762,-32.227,-29.297,-21.484,0.000
1709374313.641,-74.219,-34.668,-30.762,-44.434,0.000
1709374313.645,-68.848,-36.133,-37.109,-50.781,0.000
1709374313.649,-34.180,-38.086,-33.691,-29.297,0.000
1709374313.653,-1.465,-38.574,-33.691,-0.488,0.000
1709374313.657,-29.297,-36.621,-33.691,-25.879,0.000
1709374313.660,-74.707,-38.574,-27.832,-62.012,0.000
1709374313.664,-84.473,-42.969,-27.832,-69.824,0.000
1709374313.668,-52.734,-43.457,-35.156,-48.828,0.000
1709374313.672,-10.254,-44.434,-42.969,-21.484,0.000
1709374313.676,-24.902,-39.551,-40.527,-34.668,0.000
1709374313.680,-63.477,-38.086,-35.645,-59.570,0.000
1709374313.684,-67.383,-39.551,-33.691,-54.688,0.000
1709374313.688,-39.062,-40.039,-37.109,-40.039,0.000
1709374313.692,4.395,-41.992,-41.992,-7.324,0.000
1709374313.696,-5.371,-44.434,-40.527,-15.625,0.000
1709374313.699,-48.828,-42.480,-38.574,-48.340,0.000
1709374313.703,-57.617,-36.133,-33.691,-48.828,0.000
1709374313.707,-38.086,-39.062,-34.668,-38.574,0.000
1709374313.711,8.789,-41.504,-40.527,-1.953,0.000
1709374313.715,2.441,-39.551,-44.434,-0.977,0.000
1709374313.719,-51.758,-38.086,-43.945,-41.992,0.000
1709374313.723,-66.406,-35.645,-43.457,-57.129,0.000
1709374313.726,-49.805,-33.691,-42.480,-45.410,0.000
1709374313.730,-4.395,-35.156,-41.504,-7.324,0.000
1709374313.734,-5.859,-37.109,-39.551,-8.789,0.000
1709374313.738,-50.781,-36.621,-41.504,-50.293,0.000
1709374313.742,-63.477,-34.668,-46.387,-70.312,0.000
1709374313.746,-54.199,-34.668,-49.316,-68.848,0.000
1709374313.750,-10.742,-34.180,-44.922,-29.785,0.000
1709374313.754,4.883,-32.715,-42.969,-10.254,0.000
1709374313.758,-43.457,-38.086,-45.898,-50.781,0.000
1709374313.762,-66.895,-41.504,-45.898,-68.359,0.000
1709374313.766,-52.246,-36.621,-44.922,-60.059,0.000
1709374313.770,-7.324,-33.691,-41.992,-29.785,0.000
1709374313.774,11.719,-33.203,-42.480,-7.812,0.000
1709374313.777,-43.457,-38.574,-46.875,-44.922,0.000
1709374313.781,-77.148,-42.969,-42.480,-71.777,0.000
1709374313.785,-64.941,-40.527,-38.574,-61.523,0.000
1709374313.789,-27.344,-37.109,-36.621,-24.414,0.000
1709374313.793,-0.488,-37.598,-37.109,-6.836,0.000
1709374313.797,-34.668,-34.668,-38.574,-40.039,0.000
1709374313.801,-65.918,-33.203,-32.715,-64.453,0.000
1709374313.805,-62.988,-37.598,-30.762,-62.988,0.000
1709374313.809,-27.344,-44.922,-42.969,-39.062,0.000
1709374313.813,4.395,-41.992,-43.945,-15.625,0.000
1709374313.817,-24.414,-36.133,-34.668,-39.551,0.000
1709374313.821,-52.734,-37.109,-32.715,-62.988,0.000
1709374313.825,-62.500,-41.504,-37.109,-64.941,0.000
1709374313.829,-38.086,-47.363,-38.086,-40.039,0.000
1709374313.832,6.348,-48.340,-33.691,-0.488,0.000
1709374313.836,-17.090,-44.434,-30.273,-16.602,0.000
1709374313.840,-59.082,-45.410,-32.715,-59.082,0.000
1709374313.844,-64.453,-44.922,-34.668,-62.500,0.000
1709374313.848,-40.039,-45.898,-32.715,-34.180,0.000
1709374313.852,-1.953,-48.828,-35.645,-0.488,0.000
1709374313.856,-16.602,-44.434,-41.504,-23.438,0.000
1709374313.860,-60.547,-41.992,-39.062,-56.641,0.000
1709374313.864,-59.570,-40.527,-39.551,-57.617,0.000
1709374313.868,-23.926,-39.062,-37.109,-37.109,0.000
1709374313.872,13.184,-40.039,-34.668,3.906,0.000
1709374313.875,-2.930,-42.480,-36.133,-3.906,0.000
1709374313.879,-49.316,-39.062,-30.762,-29.785,0.000
1709374313.883,-64.941,-38.574,-32.227,-44.922,0.000
1709374313.887,-42.969,-41.016,-36.621,-46.387,0.000
1709374313.891,5.371,-41.016,-40.039,-10.742,0.000
1709374313.895,7.324,-40.527,-41.016,-7.812,0.000
1709374313.899,-41.016,-43.945,-39.551,-46.875,0.000
1709374313.903,-62.012,-43.457,-37.598,-66.406,0.000
1709374313.907,-48.340,-39.062,-36.621,-48.828,0.000
1709374313.911,-5.859,-36.133,-34.180,-3.418,0.000
1709374313.915,4.395,-33.691,-37.109,-1.953,0.000
1709374313.918,-44.922,-41.016,-39.551,-46.387,0.000
1709374313.922,-64.941,-42.480,-42.969,-62.012,0.000
1709374313.926,-50.293,-33.203,-45.410,-45.898,0.000
