timestamps,TP9,AF7,AF8,TP10,Right AUX
1709214967.041,-31.250,-51.270,-41.992,-27.832,0.000
1709214967.045,-22.461,-41.016,-38.574,-20.996,0.000
1709214967.049,-28.320,-42.480,-29.297,-33.691,0.000
1709214967.052,-38.574,-43.945,-31.250,-43.945,0.000
1709214967.056,-35.156,-37.109,-28.809,-37.598,0.000
1709214967.060,-23.438,-39.551,-24.414,-7.324,0.000
1709214967.064,-23.438,-40.039,-23.926,3.418,0.000
1709214967.068,-32.227,-35.156,-32.227,-26.367,0.000
1709214967.072,-47.363,-42.969,-34.668,-50.781,0.000
1709214967.076,-47.363,-49.805,-30.762,-43.945,0.000
1709214967.080,-22.949,-46.875,-34.668,-21.973,0.000
1709214967.084,-18.066,-42.969,-39.551,-22.949,0.000
1709214967.088,-32.227,-44.922,-32.715,-33.691,0.000
1709214967.092,-56.641,-52.734,-34.180,-56.152,0.000
1709214967.096,-65.430,-49.805,-39.062,-63.965,0.000
1709214967.099,-42.969,-46.875,-36.133,-41.992,0.000
1709214967.103,-35.645,-41.504,-42.969,-28.809,0.000
1709214967.107,-50.293,-44.922,-40.527,-41.504,0.000
1709214967.111,-63.477,-43.457,-36.133,-59.082,0.000
1709214967.115,-57.129,-37.109,-41.016,-63.477,0.000
1709214967.119,-39.062,-48.340,-45.410,-52.246,0.000
1709214967.123,-19.531,-44.434,-46.387,-23.926,0.000
1709214967.127,-25.391,-36.621,-39.062,-30.273,0.000
1709214967.131,-45.410,-34.668,-35.156,-58.105,0.000
1709214967.135,-36.621,-40.039,-33.691,-50.781,0.000
1709214967.139,-15.137,-50.781,-30.762,-29.297,0.000
1709214967.142,-17.578,-50.293,-28.809,-18.066,0.000
1709214967.146,-24.902,-45.410,-31.250,-20.508,0.000
1709214967.150,-42.969,-44.922,-36.133,-40.527,0.000
1709214967.154,-58.105,-49.316,-42.480,-52.246,0.000
1709214967.158,-51.270,-52.246,-42.480,-47.852,0.000
1709214967.162,-39.551,-48.340,-40.039,-37.598,0.000
1709214967.166,-44.434,-45.898,-49.316,-31.250,0.000
1709214967.170,-59.082,-41.504,-37.109,-43.457,0.000
1709214967.174,-65.918,-43.945,-28.320,-68.848,0.000
1709214967.178,-56.641,-54.688,-39.551,-57.129,0.000
1709214967.182,-36.621,-61.523,-44.922,-31.250,0.000
1709214967.185,-31.738,-49.805,-44.922,-29.297,0.000
1709214967.189,-39.551,-35.645,-41.504,-38.086,0.000
1709214967.193,-48.340,-43.457,-46.875,-46.875,0.000
1709214967.197,-43.457,-50.293,-51.758,-44.434,0.000
1709214967.201,-26.855,-45.898,-47.363,-28.809,0.000
1709214967.205,-23.926,-43.945,-39.551,-20.020,0.000
1709214967.209,-35.156,-47.852,-38.574,-33.691,0.000
1709214967.213,-44.434,-52.246,-42.969,-38.086,0.000
1709214967.217,-38.086,-52.734,-34.180,-26.367,0.000
1709214967.221,-20.508,-54.688,-15.625,-9.277,0.000
1709214967.225,-12.695,-57.129,-16.602,-4.395,0.000
1709214967.228,-25.879,-55.176,-35.645,-22.949,0.000
1709214967.232,-50.781,-57.617,-32.227,-46.387,0.000
1709214967.236,-48.340,-63.965,-21.484,-41.992,0.000
1709214967.240,-29.297,-62.500,-31.738,-21.973,0.000
1709214967.244,-35.645,-41.992,-40.527,-19.531,0.000
1709214967.248,-47.363,-26.367,-35.645,-40.039,0.000
1709214967.252,-61.035,-31.738,-36.621,-61.523,0.000
1709214967.256,-60.059,-43.457,-47.363,-49.316,0.000
1709214967.260,-40.527,-53.223,-48.340,-28.809,0.000
1709214967.264,-27.344,-44.434,-48.340,-26.855,0.000
1709214967.267,-42.969,-43.457,-49.316,-39.551,0.000
1709214967.271,-62.988,-49.316,-40.527,-60.059,0.000
1709214967.276,0.000,-52.246,-37.109,-55.664,0.000
1709214967.280,0.000,-55.664,-41.016,-44.922,0.000
1709214967.283,0.000,-45.898,-52.734,-37.598,0.000
1709214967.287,0.000,-41.992,-52.734,-37.109,0.000
1709214967.291,0.000,-42.969,-30.762,-51.270,0.000
1709214967.295,0.000,-40.527,-32.227,-55.176,0.000
1709214967.299,0.000,-45.410,-53.223,-43.945,0.000
1709214967.303,0.000,-46.387,-57.129,-25.879,0.000
1709214967.307,0.000,-35.645,-39.551,-34.668,0.000
1709214967.311,0.000,-41.504,-27.832,-53.711,0.000
1709214967.315,0.000,-49.805,-38.086,-50.293,0.000
1709214967.319,0.000,-57.617,-47.363,-35.645,0.000
1709214967.322,-15.137,-58.105,-40.527,-21.484,0.000
1709214967.326,-19.043,-42.480,-35.156,-28.809,0.000
1709214967.330,-45.410,-40.527,-38.086,-47.363,0.000
1709214967.334,-42.480,-45.410,-41.992,-53.711,0.000
