timestamps,TP9,AF7,AF8,TP10,Right AUX
1709374329.502,-6.348,-45.410,-34.180,-4.395,0.000
1709374329.506,-28.809,-42.480,-41.504,-32.715,0.000
1709374329.510,-62.012,-39.062,-39.062,-64.453,0.000
1709374329.514,-68.848,-41.504,-37.109,-65.918,0.000
1709374329.518,-42.969,-41.992,-40.039,-42.480,0.000
1709374329.522,0.000,-39.062,-39.062,-8.789,0.000
1709374329.526,-18.066,-31.250,-39.062,-21.484,0.000
1709374329.529,-64.453,-33.691,-41.504,-65.430,0.000
1709374329.533,-75.195,-37.598,-37.598,-74.707,0.000
1709374329.537,-48.828,-37.598,-36.133,-52.246,0.000
1709374329.541,2.441,-37.109,-41.016,-11.719,0.000
1709374329.545,-12.207,-34.668,-39.062,-14.648,0.000
1709374329.549,-58.105,-36.133,-35.156,-50.293,0.000
1709374329.553,-65.918,-36.133,-29.785,-53.223,0.000
1709374329.557,-48.828,-32.715,-31.738,-34.668,0.000
1709374329.561,-6.836,-35.645,-37.598,-8.789,0.000
1709374329.565,-12.695,-42.480,-39.551,-15.137,0.000
1709374329.569,-61.523,-39.062,-40.527,-46.387,0.000
1709374329.573,-78.125,-34.668,-39.551,-63.477,0.000
1709374329.577,-64.941,-31.250,-40.527,-53.223,0.000
1709374329.581,-20.996,-35.645,-36.133,-8.301,0.000
1709374329.585,-11.230,-42.969,-31.738,-1.953,0.000
1709374329.588,-56.152,-39.551,-32.227,-45.410,0.000
1709374329.592,-69.336,-32.227,-31.250,-62.012,0.000
1709374329.596,-51.270,-28.320,-25.879,-48.828,0.000
1709374329.600,-1.953,-32.227,-27.832,-10.254,0.000
1709374329.604,5.371,-37.109,-30.762,-3.906,0.000
1709374329.608,-43.945,-35.156,-26.855,-46.875,0.000
1709374329.612,-67.871,-32.715,-29.297,-64.941,0.000
1709374329.616,-62.500,-34.668,-38.086,-57.129,0.000
1709374329.620,-18.066,-40.039,-41.992,-27.344,0.000
1709374329.624,3.418,-44.434,-38.574,-8.301,0.000
1709374329.628,-49.805,-40.527,-32.227,-35.156,0.000
1709374329.632,-85.449,-35.645,-30.762,-50.293,0.000
1709374329.635,-68.359,-36.621,-37.109,-54.688,0.000
1709374329.639,-25.879,-37.109,-38.086,-36.621,0.000
1709374329.643,-3.418,-41.504,-37.598,-7.812,0.000
1709374329.647,-39.062,-43.457,-39.062,-39.551,0.000
1709374329.651,-64.453,-38.086,-34.180,-68.848,0.000
1709374329.655,-53.711,-32.715,-25.879,-56.641,0.000
1709374329.659,-18.555,-33.691,-29.297,-34.180,0.000
1709374329.663,14.648,-33.691,-34.668,-4.883,0.000
1709374329.667,-22.461,-33.203,-32.227,-30.762,0.000
1709374329.671,-59.082,-33.203,-29.297,-63.965,0.000
1709374329.675,-59.082,-33.691,-29.785,-52.734,0.000
1709374329.679,-30.762,-34.668,-35.645,-30.762,0.000
1709374329.682,14.648,-35.645,-35.156,8.789,0.000
1709374329.686,-16.113,-37.109,-38.574,-8.789,0.000
1709374329.690,-66.406,-38.574,-42.969,-56.641,0.000
1709374329.694,-70.312,-43.945,-41.992,-62.988,0.000
1709374329.698,-49.805,-40.527,-42.969,-45.410,0.000
1709374329.702,-5.859,-32.715,-41.016,-6.348,0.000
1709374329.706,-17.090,-34.180,-41.016,-15.137,0.000
1709374329.710,-65.430,-37.109,-39.551,-48.340,0.000
