timestamps,TP9,AF7,AF8,TP10,Right AUX
1709206419.359,-22.461,-67.871,-39.062,-32.227,0.000
1709206419.363,-20.020,-48.828,-35.156,-32.715,0.000
1709206419.367,-26.367,-33.691,-36.621,-31.738,0.000
1709206419.371,-29.785,-40.527,-35.156,-32.227,0.000
1709206419.374,-28.320,-49.316,-32.715,-31.738,0.000
1709206419.378,-29.297,-41.504,-35.156,-28.809,0.000
1709206419.382,-39.062,-26.855,-39.062,-31.250,0.000
1709206419.386,-41.504,-31.250,-42.480,-36.621,0.000
1709206419.390,-35.645,-64.941,-37.598,-29.297,0.000
1709206419.394,-37.598,-26.855,-35.645,-29.297,0.000
1709206419.398,-35.156,5.859,-43.457,-43.457,0.000
1709206419.402,-36.133,-32.715,-37.598,-39.062,0.000
1709206419.406,-48.340,-56.152,-36.621,-35.645,0.000
1709206419.410,-45.898,-31.250,-42.969,-38.574,0.000
1709206419.414,-41.504,-30.273,-41.992,-44.434,0.000
1709206419.417,-37.109,-49.805,-37.109,-41.504,0.000
1709206419.421,-41.016,-50.781,-37.109,-42.480,0.000
1709206419.425,-52.734,-59.570,-39.062,-48.340,0.000
1709206419.429,-51.758,-56.641,-35.645,-35.645,0.000
1709206419.433,-45.410,-54.688,-36.621,-33.203,0.000
1709206419.437,-44.922,-76.172,-34.668,-31.250,0.000
1709206419.441,-48.340,-25.391,-33.691,-30.762,0.000
1709206419.445,-53.223,-20.996,-40.039,-34.180,0.000
1709206419.449,-52.734,-56.152,-43.457,-31.250,0.000
1709206419.453,-45.898,-39.062,-39.062,-33.203,0.000
1709206419.457,-39.551,-23.926,-33.203,-34.668,0.000
1709206419.460,-44.434,-50.781,-36.133,-37.109,0.000
1709206419.464,-58.594,-76.660,-38.086,-39.062,0.000
1709206419.468,-49.805,-52.246,-35.645,-38.086,0.000
1709206419.472,-42.480,-54.199,-44.922,-43.945,0.000
1709206419.476,-50.293,-70.801,-49.805,-53.223,0.000
1709206419.480,-55.176,-95.703,-50.293,-57.129,0.000
