timestamps,TP9,AF7,AF8,TP10,Right AUX
1709297684.648,-7.812,-29.297,-32.715,-44.922,0.000
1709297684.652,-53.711,-25.879,-33.691,-64.453,0.000
1709297684.656,-69.336,-29.297,-35.645,-56.152,0.000
1709297684.660,-33.203,-30.273,-29.785,-17.578,0.000
1709297684.663,0.000,-30.273,-27.344,-0.488,0.000
1709297684.667,-14.648,-34.668,-28.320,-25.879,0.000
1709297684.671,-56.152,-35.156,-24.902,-50.293,0.000
1709297684.675,-73.730,-34.180,-24.902,-49.805,0.000
1709297684.679,-36.133,-32.715,-25.391,-16.113,0.000
1709297684.683,5.859,-33.691,-24.414,8.789,0.000
1709297684.687,5.371,-33.691,-24.414,-10.254,0.000
1709297684.691,-33.691,-31.738,-25.879,-33.203,0.000
1709297684.695,-65.918,-33.203,-23.438,-29.785,0.000
1709297684.699,-43.945,-33.691,-21.484,-7.324,0.000
1709297684.703,4.395,-30.762,-22.949,9.277,0.000
1709297684.706,3.418,-30.273,-23.438,0.488,0.000
1709297684.710,-37.598,-31.738,-28.320,-32.715,0.000
1709297684.714,-62.012,-30.762,-27.344,-42.480,0.000
1709297684.718,-35.156,-27.344,-29.297,-13.672,0.000
1709297684.722,19.531,-25.391,-32.227,7.812,0.000
1709297684.726,27.832,-28.320,-33.203,-6.348,0.000
1709297684.730,-20.508,-29.785,-36.133,-36.621,0.000
1709297684.734,-57.617,-29.297,-33.691,-44.922,0.000
1709297684.738,-39.551,-29.785,-35.645,-26.367,0.000
1709297684.742,-5.859,-36.133,-38.574,-5.371,0.000
1709297684.746,0.977,-37.598,-42.969,-20.508,0.000
1709297684.749,-31.250,-33.203,-47.852,-57.617,0.000
1709297684.753,-65.918,-36.133,-39.551,-54.199,0.000
1709297684.757,-60.547,-37.109,-32.715,-22.949,0.000
1709297684.761,-15.137,-30.273,-35.156,-5.371,0.000
1709297684.765,9.766,-32.227,-35.645,-15.625,0.000
1709297684.769,-20.996,-39.551,-37.109,-38.086,0.000
1709297684.773,-64.453,-35.645,-39.551,-45.410,0.000
1709297684.777,-51.758,-30.762,-34.180,-34.180,0.000
1709297684.781,-11.230,-33.691,-33.691,-16.602,0.000
1709297684.785,11.719,-32.715,-33.691,-20.020,0.000
1709297684.788,-16.602,-32.715,-33.691,-46.387,0.000
1709297684.792,-60.059,-30.273,-36.133,-66.406,0.000
